track_name,artist_id,release_date,bpm,key,mode,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,cover_url,track_id
Fim de Semana no Rio,541,2022-03-30,119,C#,Minor,87,28,50,12,0,10,10,https://i.scdn.co/image/ab67616d0000b273acb087ed5213035b71ef7a80,753
MANIAC,160,2022-03-18,120,C#,Major,58,71,80,15,0,7,41,https://i.scdn.co/image/ab67616d0000b2733613e1e0d35867a0814005a9,754
There's Nothing Holdin' Me Back,396,2016-09-23,122,D,Major,86,97,80,36,0,9,6,https://i.scdn.co/image/ab67616d0000b273ea3ef7697cfd5705b8f47521,755
IDGAF (with blackbear),542,2022-03-18,98,F,Major,78,83,75,41,0,27,8,Not Found,756
Golden,15,2019-12-13,140,E,Minor,45,25,84,21,0,13,6,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,757
Get Lucky - Radio Edit,543,2013-01-01,116,F#,Minor,79,87,81,4,0,10,4,Not Found,758
Ain't Shit,327,2021-06-25,124,D#,Major,86,62,49,51,0,35,21,Not Found,759
"Nobody Like U - From ""Turning Red""",544,2022-02-25,105,A,Minor,91,73,72,13,0,9,15,Not Found,760
Still Life,545,2022-04-05,118,G#,Major,68,24,58,44,0,6,3,https://i.scdn.co/image/ab67616d0000b273eb136d1be54b1ef8273c0699,761
Photograph,113,2014-06-20,108,E,Major,61,20,38,61,0,10,5,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,762
Love Yourself,128,2015-11-09,100,E,Major,61,53,38,84,0,28,44,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,763
N95,488,2022-05-13,140,D#,Minor,81,39,66,38,0,12,14,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,764
About Damn Time,281,2022-04-14,109,A#,Minor,84,72,74,10,0,34,7,https://i.scdn.co/image/ab67616d0000b273b817e721691aff3d67f26c04,765
Die Hard,546,2022-05-13,101,C#,Minor,78,40,74,36,0,17,27,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,766
Despuï¿½ï¿½s de la P,5,2022-05-06,78,F,Major,56,61,90,36,0,18,31,Not Found,767
Un Ratito,5,2022-05-06,93,Unknown,Minor,79,22,55,31,0,12,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,768
United In Grief,488,2022-05-13,87,G#,Major,52,32,83,24,0,17,43,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,769
Father Time (feat. Sampha),547,2022-05-13,153,A#,Minor,55,50,78,19,0,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,770
Yo No Soy Celoso,5,2022-05-06,142,Unknown,Major,87,93,59,28,0,17,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,771
Rich Spirit,488,2022-05-13,96,A#,Minor,85,41,43,39,0,12,21,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,772
Cooped Up (with Roddy Ricch),548,2022-05-12,125,Unknown,Major,50,39,78,4,0,11,33,https://i.scdn.co/image/ab67616d0000b27334362676667a4322838ccc97,773
Me Fui de Vacaciones,5,2022-05-06,85,A#,Major,71,43,65,23,0,9,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,774
Silent Hill,549,2022-05-13,140,C#,Minor,92,78,57,46,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,775
La Corriente,550,2022-05-06,196,B,Minor,66,58,79,23,0,22,20,Not Found,776
Count Me Out,488,2022-05-13,134,G,Major,78,51,43,69,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,777
Andrea,551,2022-05-06,103,C#,Minor,80,45,62,76,0,10,38,Not Found,778
Dos Mil 16,5,2022-05-06,130,C#,Major,82,50,67,12,0,13,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,779
We Cry Together,552,2022-05-13,108,B,Major,65,52,69,31,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,780
Savior,553,2022-05-13,123,G#,Major,61,66,71,53,0,32,46,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,781
Un Coco,5,2022-05-06,152,B,Major,84,74,69,21,0,18,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,782
Otro Atardecer,554,2022-05-06,108,D,Major,78,55,60,59,0,7,4,Not Found,783
Worldwide Steppers,488,2022-05-13,72,A#,Minor,56,56,47,76,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,784
Aguacero,5,2022-05-06,121,F#,Minor,86,67,65,42,0,35,7,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,785
Purple Hearts,555,2022-05-13,138,D#,Minor,57,71,82,19,0,15,29,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,786
Un Verano Sin Ti,5,2022-05-06,188,F,Minor,50,41,50,69,0,12,6,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,787
ULTRA SOLO,556,2022-02-14,110,C#,Major,80,26,85,23,0,11,21,https://i.scdn.co/image/ab67616d0000b27353f35bf4da7e552b28d409dd,788
Ensï¿½ï¿½ï¿½ï¿½ame ,5,2022-05-06,105,G#,Major,81,77,79,19,0,47,8,Not Found,789
El Apagï¿½,5,2022-05-06,118,G#,Major,63,60,70,5,0,9,31,Not Found,790
Callaita,557,2019-05-31,176,D,Major,61,24,62,60,0,24,31,https://i.scdn.co/image/ab67616d0000b2734aef420e62863ebf622c27f5,791
Dua Lipa,513,2022-05-06,158,B,Major,83,41,65,0,10,11,8,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,792
Agosto,5,2022-05-06,115,C#,Minor,85,72,58,9,0,49,12,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,793
House Of Memories,558,2016-01-15,110,B,Minor,51,48,82,0,0,5,3,https://i.scdn.co/image/ab67616d0000b27323152d9337d6c57b116ed13a,794
Mr. Morale,559,2022-05-13,174,A,Major,73,26,54,30,0,34,32,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,795
That That (prod. & feat. SUGA of BTS),560,2022-04-29,130,E,Major,91,91,96,3,0,3,9,https://i.scdn.co/image/ab67616d0000b273b5c128b71507ef309ff4912e,796
In The Stars,561,2022-04-29,78,A#,Major,36,30,54,34,0,14,5,https://i.scdn.co/image/ab67616d0000b273786e4e2c43c2897fafabbfb6,797
Rich - Interlude,488,2022-05-13,104,G,Major,44,74,42,88,0,9,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,798
SUPERMODEL,384,2022-05-13,121,G,Major,64,80,88,0,0,12,6,Not Found,799
Stefania (Kalush Orchestra),562,2022-03-10,105,D,Major,83,32,82,14,0,12,4,https://i.scdn.co/image/ab67616d0000b2739e9968776683d0a7099e2930,800
Thousand Miles,280,2022-04-22,81,G,Major,38,20,66,9,0,9,8,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39,801
Crown,488,2022-05-13,170,C#,Minor,37,14,24,80,0,11,4,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,802
Auntie Diaries,488,2022-05-13,78,G,Major,43,60,38,76,1,48,38,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,803
PUFFIN ON ZOOTIEZ,496,2022-04-29,125,G#,Major,88,28,66,6,0,13,31,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,804
Mirror,488,2022-05-13,92,E,Minor,66,29,65,23,0,8,7,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,805
Beautiful Girl,563,2022-04-22,140,B,Minor,84,61,42,31,0,9,9,https://i.scdn.co/image/ab67616d0000b2731471ae084d0835cfc320fa6a,806
"Paulo Londra: Bzrp Music Sessions, Vol. 23",564,2022-04-25,96,Unknown,Major,61,32,90,25,0,10,9,https://i.scdn.co/image/ab67616d0000b27342f5c9660f46df77e7ab71be,807
Savior - Interlude,488,2022-05-13,118,F,Minor,66,83,43,84,0,19,19,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,808
Pasoori,565,2022-02-06,92,B,Minor,71,67,60,7,0,6,4,https://i.scdn.co/image/ab67616d0000b2733f3d35703bdcd917dad51c4f,809
Mother I Sober (feat. Beth Gibbons of Portishead),566,2022-05-13,140,G#,Minor,49,50,37,87,0,11,35,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f,810
TUS Lï¿½ï¿½GR,567,2022-04-01,174,C#,Major,68,45,71,18,0,11,25,Not Found,811
Where Did You Go?,568,2022-01-26,127,A#,Major,77,53,78,19,0,29,4,Not Found,812
I Tried to Tell Y'all,569,2022-05-06,96,B,Major,71,37,52,62,0,11,36,Not Found,813
Honest (feat. Don Toliver),570,2022-04-29,150,G#,Minor,82,82,66,13,0,11,6,https://i.scdn.co/image/ab67616d0000b27377f7f8553ace10f4d9347872,814
ZOOM,571,2022-04-13,100,F#,Major,87,46,60,1,0,13,16,https://i.scdn.co/image/ab67616d0000b273c4197378ef8cb88888716bca,815
SloMo,572,2021-12-24,105,C#,Minor,73,59,81,13,0,9,6,https://i.scdn.co/image/ab67616d0000b273e72e1154ce7b6314ba087b0e,816
FEARLESS,288,2022-05-02,104,G,Major,86,43,62,5,0,13,14,https://i.scdn.co/image/ab67616d0000b2739030184114911536d5f77555,817
10 Things I Hate About You,573,2022-03-23,154,G#,Major,54,45,79,1,0,17,5,https://i.scdn.co/image/ab67616d0000b273596a9d381ffda7d97da5d702,818
SPACE MAN,574,2022-02-22,80,B,Major,47,33,83,18,0,10,5,https://i.scdn.co/image/ab67616d0000b273b406a48f0b5f4485044dd279,819
With you,575,2022-04-24,150,D#,Major,53,14,43,64,0,13,3,Not Found,820
Iris,576,1998-03-31,156,B,Minor,32,49,72,0,0,9,4,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,821
The Heart Part 5,488,2022-05-08,98,G#,Minor,76,79,81,18,0,6,34,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b,822
San Lucas,577,2019-11-07,92,G,Major,58,27,36,86,0,9,3,https://i.scdn.co/image/ab67616d0000b2733e4b5368bf7ad20f19cc4812,823
This Love (Taylorï¿½ï¿½ï¿½s Ve,4,2022-05-06,144,E,Major,47,7,50,32,0,7,4,Not Found,824
Good Looking,578,2017-10-20,150,E,Major,37,27,56,8,0,13,3,https://i.scdn.co/image/ab67616d0000b27343bff43a592efe047d2ab9ff,825
Flowers,579,2021-08-09,138,D#,Major,70,31,44,84,0,9,39,https://i.scdn.co/image/ab67616d0000b273295d21d0987dcc3d88b4e993,826
Yet To Come,85,2022-06-10,172,C#,Major,56,68,89,4,0,33,19,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,827
Run BTS,85,2022-06-10,77,G#,Major,72,70,82,2,0,4,17,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,828
Music For a Sushi Restaurant,15,2022-05-20,107,B,Major,72,36,72,26,6,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,829
Matilda,15,2022-05-20,114,D,Major,51,39,29,90,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,830
For Youth,85,2022-06-10,117,D,Major,63,29,51,43,0,25,4,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,831
Daylight,15,2022-05-20,146,Unknown,Major,69,63,45,48,0,18,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,832
Vegas (From the Original Motion Picture Soundtrack ELVIS),327,2022-05-06,160,G#,Minor,80,74,60,8,0,14,26,https://i.scdn.co/image/ab67616d0000b273cada88daf56a282fb18ecf7f,833
Cash In Cash Out,580,2022-06-10,120,G,Major,88,15,56,1,0,8,6,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3,834
Potion (with Dua Lipa & Young Thug),581,2022-05-27,100,B,Minor,82,76,70,16,0,8,5,https://i.scdn.co/image/ab67616d0000b273210dbb988be90592f4e0a4bd,835
Born Singer,85,2022-06-10,158,G#,Minor,60,68,84,4,0,24,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49,836
Little Freak,15,2022-05-20,142,D#,Major,56,40,54,72,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,837
La Llevo Al Cielo (Ft. ï¿½ï¿½engo F,582,2022-05-20,170,A,Minor,80,77,85,11,0,17,14,Not Found,838
True Love,583,2022-05-27,84,F,Minor,71,39,86,2,0,51,25,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3,839
Satellite,15,2022-05-20,139,Unknown,Major,58,30,46,14,0,9,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,840
Pass The Dutchie,584,1982-01-01,151,G,Major,73,88,67,20,0,32,5,https://i.scdn.co/image/ab67616d0000b27392a9d95df51a8d84f90166a6,841
"Villano Antillano: Bzrp Music Sessions, Vol. 51",585,2022-06-08,128,C#,Minor,82,42,75,6,0,63,6,https://i.scdn.co/image/ab67616d0000b273ab7954fdffcef5bb8e052f28,842
Love Of My Life,15,2022-05-20,118,G,Major,56,20,54,67,0,6,5,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,843
Grapejuice,15,2022-05-20,183,F,Major,65,88,72,36,14,20,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,844
So Good,586,2022-06-09,83,D#,Minor,63,29,62,4,0,18,4,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0,845
Belly Dancer,587,2022-02-18,122,C#,Major,85,42,80,6,0,17,14,Not Found,846
Keep Driving,15,2022-05-20,165,A,Major,72,90,48,32,0,18,23,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,847
Cinema,15,2022-05-20,106,A,Minor,83,90,64,35,5,9,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,848
Die Young (feat. 347aidan),588,2022-05-25,77,B,Major,81,68,58,83,0,11,34,https://i.scdn.co/image/ab67616d0000b273e44e304f52a82a3463ce5761,849
Only Love Can Hurt Like This,589,2014-01-01,91,G#,Major,57,30,89,10,0,33,8,https://i.scdn.co/image/ab67616d0000b273c4576f635253db511bb43789,850
Hold My Hand,269,2022-05-03,148,G,Major,51,21,63,5,0,41,3,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a,851
Daydreaming,15,2022-05-20,114,E,Minor,71,90,81,31,2,13,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,852
Numb,590,2022-06-10,120,Unknown,Minor,91,63,77,12,1,10,5,https://i.scdn.co/image/ab67616d0000b2732ff34dbc50313f8cea7b5db5,853
Nos Comemos (feat. Ozuna),591,2022-06-02,92,F#,Major,83,56,82,10,0,9,5,Not Found,854
Me and Your Mama,592,2016-11-10,118,F,Major,56,25,45,1,3,7,3,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea,855
Crazy What Love Can Do,593,2022-03-18,123,E,Minor,60,46,71,3,0,16,4,https://i.scdn.co/image/ab67616d0000b273ef4ed3c74eb9eac3754b60d2,856
SLOW DANCING IN THE DARK,199,2018-09-12,89,D#,Major,52,28,48,54,1,19,3,https://i.scdn.co/image/ab67616d0000b27360ba1d6104d0475c7555a6b2,857
Antes de Perderte,594,2022-06-02,110,F,Minor,81,61,93,49,0,12,11,https://i.scdn.co/image/ab67616d0000b273e63232b00577a053120ca08f,858
Boyfriends,15,2022-05-20,118,Unknown,Major,42,32,20,94,0,11,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0,859
295,595,2021-05-15,90,B,Minor,68,54,76,21,0,11,20,https://i.scdn.co/image/ab67616d0000b2731d1cc2e40d533d7bcebf5dae,860
Tak Ingin Usai,596,2022-05-13,130,Unknown,Major,49,14,40,82,0,11,3,https://i.scdn.co/image/ab67616d0000b2738fa475b368164ab5eebe1a8d,861
En El Radio Un Cochinero,597,2022-05-13,154,F#,Minor,70,97,62,47,0,10,4,https://i.scdn.co/image/ab67616d0000b273665cfd5826ac132eb42262d3,862
Master of Puppets (Remastered),598,1986-03-03,105,E,Minor,54,59,83,0,44,20,4,https://i.scdn.co/image/ab67616d0000b273cad4832cb7b5844343278daa,863
BREAK MY SOUL,182,2022-06-21,115,C#,Minor,70,87,88,4,0,26,8,Not Found,864
ULTRA SOLO REMIX,599,2022-06-16,110,C#,Major,91,59,82,8,0,6,8,Not Found,865
Massive,186,2022-06-17,125,E,Minor,51,5,68,12,2,15,6,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,866
Betty (Get Money),600,2022-06-10,102,C#,Major,73,62,75,0,0,34,8,https://i.scdn.co/image/ab67616d0000b273633674a4e5072dabf5173069,867
Ojos Marrones,601,2022-02-06,120,G#,Minor,81,72,65,4,0,14,4,https://i.scdn.co/image/ab67616d0000b273c6fbbdf9c172f4f68a89198a,868
POP!,602,2022-06-24,97,D,Major,80,36,86,4,0,3,5,https://i.scdn.co/image/ab67616d0000b2735fb4a9cfbeb3b7beb337ed02,869
Layla,603,2022-03-24,140,F,Minor,44,41,92,0,0,44,7,Not Found,870
MORE,604,2022-07-01,97,D,Major,78,31,72,1,0,11,4,https://i.scdn.co/image/ab67616d0000b273ce5bba40b16f887e0461c6e2,871
Sweet Child O' Mine,605,1987-01-01,125,F#,Major,45,67,90,9,11,10,5,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,872
Last Last,606,2022-05-12,88,D#,Minor,80,55,56,13,0,8,9,https://i.scdn.co/image/ab67616d0000b27312ebde47882280b814275600,873
SNAP,140,2022-03-19,170,Unknown,Major,56,52,64,11,0,45,7,https://i.scdn.co/image/ab67616d0000b2731391b1fdb63da53e5b112224,874
Sticky,186,2022-06-17,137,A#,Minor,88,8,49,9,0,9,14,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,875
Hot Shit (feat. Ye & Lil Durk),607,2022-07-01,157,A,Major,88,52,69,0,0,8,23,https://i.scdn.co/image/ab67616d0000b273b629e669238964a725937c1b,876
Ai Preto,608,2022-06-03,130,F#,Major,95,83,57,54,0,10,25,https://i.scdn.co/image/ab67616d0000b27302c3ff07d407f3e30c395243,877
La Loto,609,2022-07-06,90,C#,Major,85,80,83,10,0,8,11,Not Found,878
die first,610,2022-06-24,183,G#,Minor,44,44,67,7,0,12,13,https://i.scdn.co/image/ab67616d0000b273fe6b11174f7eaddd74e870e0,879
Afraid To Feel,611,2022-05-02,128,C#,Major,58,68,91,2,0,27,11,https://i.scdn.co/image/ab67616d0000b273ced808ef1567eaf901041438,880
Baile no Morro,612,2022-06-10,130,D#,Minor,71,78,40,46,0,7,45,https://i.scdn.co/image/ab67616d0000b27352cf91ed2a3ed757c6faaa8a,881
cï¿½ï¿½mo dormi,613,2022-08-04,126,C#,Major,63,56,43,24,0,12,23,Not Found,882
Bad Decisions (with BTS & Snoop Dogg),614,2022-08-05,120,Unknown,Major,77,94,87,2,0,23,12,https://i.scdn.co/image/ab67616d0000b2738c47a33a55c6d23cc9d2cf3f,883
STAYING ALIVE (feat. Drake & Lil Baby),615,2022-08-05,130,E,Minor,72,18,46,7,0,28,8,https://i.scdn.co/image/ab67616d0000b273b690b30a50c94c6da49ba948,884
Caile,616,2020-12-18,122,Unknown,Major,70,46,76,30,0,9,45,https://i.scdn.co/image/ab67616d0000b27305c2cc3e87e9aa15d9db3dd9,885
Si Te La Encuentras Por Ahï¿,105,2022-08-05,172,G#,Minor,74,46,58,15,0,13,8,https://i.scdn.co/image/ab67616d0000b273b47e7b6440836be413b84c34,886
GIVENCHY,594,2022-07-20,103,G#,Major,61,38,62,14,0,23,40,https://i.scdn.co/image/ab67616d0000b273b661d9d73921e40ae97cb5e4,887
ALIEN SUPERSTAR,182,2022-07-29,122,A#,Minor,55,46,64,0,0,17,10,Not Found,888
Mary On A Cross,617,2019-09-13,130,B,Major,47,56,90,0,0,10,4,https://i.scdn.co/image/ab67616d0000b273bef9b0a348ea8dd18a581025,889
Attention,12,2022-08-01,105,A#,Minor,81,70,65,24,0,8,4,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209,890
THE SHADE,618,2022-03-11,120,F,Major,90,73,51,39,0,9,6,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,891
"Come Back Home - From ""Purple Hearts""",619,2022-07-12,145,G,Major,56,43,53,24,0,12,4,https://i.scdn.co/image/ab67616d0000b27326af6664e24916047b68ab81,892
El Rescate,620,2022-07-22,99,G,Minor,79,64,59,28,0,11,14,https://i.scdn.co/image/ab67616d0000b2731857fd24035428986c831a7f,893
Heartless,427,2008-01-01,88,A#,Minor,79,66,65,5,0,25,14,https://i.scdn.co/image/ab67616d0000b273346d77e155d854735410ed18,894
"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",621,2022-07-15,126,A,Major,81,90,73,28,0,29,4,https://i.scdn.co/image/ab67616d0000b2739b93a80dbfd3d789065d7b67,895
Siempre Pendientes,622,2022-08-15,136,Unknown,Major,77,71,75,33,1,13,4,https://i.scdn.co/image/ab67616d0000b273093a2563368d844b2a91306f,896
JGL,623,2022-02-18,113,G#,Major,70,97,59,55,0,27,12,Not Found,897
Don't You Worry,624,2022-06-16,132,B,Major,82,49,88,20,0,21,3,Not Found,898
Pipoco,625,2022-05-20,135,G#,Major,77,74,74,47,0,34,8,Not Found,899
Hold Me Closer,626,2017-11-10,126,Unknown,Major,67,49,77,11,0,19,11,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8,900
Forget Me,75,2022-09-09,102,C#,Minor,67,72,74,30,0,36,4,https://i.scdn.co/image/ab67616d0000b2737cdf9838412bb52df6e9a952,901
After LIKE,207,2022-08-22,125,Unknown,Major,68,80,92,10,0,9,12,https://i.scdn.co/image/ab67616d0000b27387f53da5fb4ab1171766b2d5,902
Bound 2,427,2013-01-01,149,C#,Major,37,28,66,14,0,9,5,https://i.scdn.co/image/ab67616d0000b2731dacfbc31cc873d132958af9,903
B.O.T.A. (Baddest Of Them All) - Edit,627,2022-06-15,137,Unknown,Major,74,71,89,24,61,15,5,Not Found,904
Talk that Talk,434,2022-08-26,120,D#,Minor,77,78,91,14,0,33,12,https://i.scdn.co/image/ab67616d0000b273c3040848e6ef0e132c5c8340,905
BILLIE EILISH.,628,2022-01-20,100,C#,Major,90,75,50,11,0,9,26,https://i.scdn.co/image/ab67616d0000b2734f8799f23432ad98d522f0ec,906
Ferxxo 100,105,2022-06-03,164,G#,Minor,70,58,57,25,0,15,7,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,907
KU LO SA - A COLORS SHOW,629,2022-06-10,93,A#,Minor,65,79,66,31,0,22,7,https://i.scdn.co/image/ab67616d0000b273948cc9446ba50ec454e6804f,908
Prohibidox,105,2022-09-13,180,C#,Minor,65,52,80,5,0,6,25,https://i.scdn.co/image/ab67616d0000b273b764865b38a71f70dfd0dbcb,909
Static,181,2022-07-15,79,C#,Major,34,22,31,43,63,10,7,https://i.scdn.co/image/ab67616d0000b27368968350c2550e36d96344ee,910
The Scientist,65,2002-08-05,146,F,Major,56,21,44,73,0,11,2,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82,911
Sparks,65,2000-07-10,103,C#,Major,37,17,27,75,5,10,3,https://i.scdn.co/image/ab67616d0000b2733d92b2ad5af9fbc8637425f0,912
Talk,520,2022-09-02,140,E,Minor,70,26,76,8,0,54,23,https://i.scdn.co/image/ab67616d0000b2737aee5b36a3a60ca926bc429b,913
XQ Te Pones Asï¿,68,2022-09-13,92,A#,Major,81,48,70,13,0,15,7,Not Found,914
Selfish,630,2016-06-23,102,C#,Minor,64,4,60,11,0,19,4,https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300,915
Sin Seï¿½ï,631,2022-07-22,118,B,Minor,82,75,85,33,1,11,4,Not Found,916
Lady Mi Amor,105,2022-09-13,93,D,Major,78,75,62,6,0,15,6,https://i.scdn.co/image/ab67616d0000b27373456ed697350847810e52b3,917
Poland,632,2022-06-23,150,F,Minor,70,26,56,14,83,11,5,https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011,918
THE LONELIEST,384,2022-10-07,130,D,Major,52,24,60,0,0,8,3,Not Found,919
Bye Bye,633,2022-10-14,83,D#,Minor,65,24,53,6,0,51,4,https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5,920
BABY OTAKU,634,2022-08-18,102,A,Major,84,43,75,5,0,6,8,Not Found,921
Nxde,108,2022-10-17,136,E,Minor,73,65,91,4,0,48,18,https://i.scdn.co/image/ab67616d0000b273ac815bdd584468a7aa0216e1,922
Miss You,635,1982-05-16,145,A,Major,66,24,58,17,0,19,5,https://i.scdn.co/image/ab67616d0000b2731b5f2557a7fe884d0e3d8b2a,923
we fell in love in october,636,2018-11-21,130,G,Major,57,24,37,11,18,16,3,https://i.scdn.co/image/ab67616d0000b273d6839051c4760457e1a60b2a,924
2 Be Loved (Am I Ready),281,2022-07-14,156,G,Major,72,92,77,9,0,8,11,https://i.scdn.co/image/ab67616d0000b273caa75a1b27530c05d8b76675,925
Celestial,113,2022-09-29,123,D,Major,57,50,85,5,0,16,4,https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267,926
Typa Girl,228,2022-09-16,132,G,Major,92,53,62,7,0,63,10,https://i.scdn.co/image/ab67616d0000b2734aeaaeeb0755f1d8a8b51738,927
I Really Want to Stay at Your House,637,2020-12-18,125,D#,Minor,49,13,74,0,0,9,4,https://i.scdn.co/image/ab67616d0000b273a91a5b301baac1f46e6f30eb,928
California Breeze,536,2022-10-14,162,F,Minor,74,22,67,0,0,11,46,https://i.scdn.co/image/ab67616d0000b27366b04b41fa6f8908dce86695,929
Bamba (feat. Aitch & BIA),638,2022-09-22,138,A#,Major,80,82,81,14,0,13,36,https://i.scdn.co/image/ab67616d0000b27348064ef6df8fad8a52219c32,930
Casei Com a Putaria,639,2022-07-01,161,A#,Minor,59,62,60,12,0,5,44,Not Found,931
Major Distribution,127,2022-11-04,131,G#,Minor,91,23,55,1,0,7,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,932
Pussy & Millions (feat. Travis Scott),640,2022-11-04,122,E,Minor,75,45,63,6,0,35,12,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,933
Vigilante Shit,4,2022-10-21,80,E,Minor,80,16,28,17,0,12,39,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,934
Question...?,4,2022-10-21,109,G,Major,75,11,50,20,0,30,17,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,935
On BS,127,2022-11-04,158,A,Major,84,33,36,2,0,39,59,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,936
Mastermind,4,2022-10-21,126,E,Major,66,12,35,55,0,9,14,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,937
Circo Loco,127,2022-11-04,104,C#,Major,73,25,61,1,0,32,7,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad,938
